Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,Estimates Start After
Cameroon,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",100.884,107.174,2017
Cameroon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,514.60","1,553.75",2010
Cameroon,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.071,0.072,2017
Cameroon,Unemployment rate,Percent of total labor force,,,,,
Cameroon,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2010 Primary domestic currency: CFA franc Data last updated: 09/2019,25.506,26.144,2010
Canada,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,730.91","1,812.46",2018
Canada,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","1,899.94","1,971.77",2018
Canada,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","46,212.84","47,931.46",2018
Canada,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",1.339,1.319,2018
Canada,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Employment type: National definition Primary domestic currency: Canadian dollar Data last updated: 09/2019,5.794,5.999,2018
Canada,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Canadian dollar Data last updated: 09/2019,37.455,37.814,2018
Central African Republic,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.321,2.493,2017
Central African Republic,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.262,4.562,2017
Central African Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",447.992,471.938,2004
Central African Republic,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.003,0.003,2017
Central African Republic,Unemployment rate,Percent of total labor force,,,,,
Central African Republic,Population,Persons,Millions,Source: Other Latest actual data: 2004. IMF projections Primary domestic currency: CFA franc Data last updated: 09/2019,5.181,5.282,2004
Chad,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",11.026,11.937,2017
Chad,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",31.76,34.152,2017
Chad,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",861.246,909.686,2004
Chad,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.022,0.023,2017
Chad,Unemployment rate,Percent of total labor force,,,,,
Chad,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2004 Primary domestic currency: CFA franc Data last updated: 09/2019,12.802,13.122,2004
Chile,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",294.237,308.505,2018
Chile,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",502.846,528.3,2018
Chile,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","15,399.24","15,854.65",2017
Chile,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.354,0.353,2018
Chile,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017 Employment type: Harmonized OECD definition Primary domestic currency: Chilean peso Data last updated: 09/2019,6.893,6.939,2017
Chile,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017. Date of last census was 2014. Primary domestic currency: Chilean peso Data last updated: 09/2019,19.107,19.458,2017
China,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","14,140.16","15,269.94",2018
China,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","27,308.86","29,471.47",2018
China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,098.87","10,872.50",2018
China,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",19.251,19.709,2018
China,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2018 Notes: Reported total employment data has a definitional change from 1990 onwards Employment type: National definition Primary domestic currency: Chinese yuan Data last updated: 09/2019,3.8,3.8,2018
China,Population,Persons,Millions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2018 Primary domestic currency: Chinese yuan Data last updated: 09/2019,"1,400.17","1,404.46",2018
Colombia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",327.895,343.177,2018
Colombia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",783.002,827.662,2018
Colombia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,508.13","6,744.01",2018
Colombia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.552,0.553,2018
Colombia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Colombian peso Data last updated: 09/2019,9.7,9.5,2018
Colombia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2018 Primary domestic currency: Colombian peso Data last updated: 09/2019,50.382,50.886,2018
Comoros,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.179,1.25,2016
Comoros,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2.446,2.6,2016
Comoros,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,349.79","1,392.94",2015
